,title,year,genre,country,url,poster-path,description,vote_average,vote_count,tmdb-poster,Action,Adventure,Animation,Comedy,Crime,Documentary,Drama,Family,Fantasy,History,Horror,Music,Mystery,Romance,Science Fiction,TV Movie,Thriller,War,Western
45,Zuflucht,1928,Silent,GERMANY,https://rarefilmm.com/2022/07/zuflucht-1928/,https://rarefilmm.com/wp-content/uploads/2022/06/zuflucht2.jpg,"After eight years in exile Martin returns to Berlin. He was involved in the German Revolution of 1918/1919 and had to leave the country as a result. Impoverished and lonely, he struggles on alone until the market saleswoman Hanne offers him shelter, although she does not have much money either. They fall in love and Martin even finds work on the construction site for the subway through Tempelhofer Feld. One day, however, he collapses there, whereupon the pregnant Hanne tries to nurse him back to health.",0.0,0.0,https://image.tmdb.org/t/p/original/minpkrbB8mqiLjq562XZeYvTDUV.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
46,Vykrutasy,1988,Animation,USSR,https://rarefilmm.com/2022/07/vykrutasy-1988/,https://rarefilmm.com/wp-content/uploads/2022/07/Vykrutasy.jpg,A story of a wire man who carried the idea of protecting himself from people around him to an absurdity by turning his wife and dog into barbed wire and thus isolating himself from the surrounding world.,7.2,6.0,https://image.tmdb.org/t/p/original/o2tehmHQXntGbRK5IcqqiAFhomJ.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,Sadako and the Thousand Paper Cranes,1991,Family,USA,https://rarefilmm.com/2022/07/sadako-and-the-thousand-paper-cranes-1991/,https://rarefilmm.com/wp-content/uploads/2022/07/sadako.jpg,"Set in 1955, Sadako and the Thousand Paper Cranes is the true story of Sadako Sasaki, a young Japanese girl, on the threshold of adolescence, who developed leukemia from radiation caused by the bombing of Hiroshima. While hospitalized, her closest friend reminded her of the Japanese legend that if she folded a thousand paper cranes, the gods might grant her wish to be well again. With hope and determination, Sadako began folding.",0.0,0.0,https://image.tmdb.org/t/p/original/gUiRqeqDwIKF5SuKVk5hTAfBWhV.jpg,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
48,The Biko Inquest,1984,Theatre,UK,https://rarefilmm.com/2022/07/the-biko-inquest-1984/,https://rarefilmm.com/wp-content/uploads/2022/07/bikoinquest.jpg,"Based on the official transcripts of the investigation that followed after the very suspicious notorious death in prison of one of the most important leading men of the South African anti-apartheid movement, Steven Biko.",0.0,0.0,https://image.tmdb.org/t/p/original/33CSP9VkMDq4P6aEUiJ0P1GmEBh.jpg,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
49,Meet Marlon Brando,1966,Documentary,USA,https://rarefilmm.com/2022/07/meet-marlon-brando-1966/,https://rarefilmm.com/wp-content/uploads/2022/07/marlon.jpg,"MEET MARLON BRANDO is a delightful, unusually candid portrait of the world-famous movie star: A tongue-in-cheek confrontation with the press. While television journalists interview him about his most recent film, Brando counters their futile questions with wit and insight, a man unwilling to sell himself. “It’s a wonderful show,” one woman comments about the new project. “Did you see it?” he asks. “No, I haven’t seen it yet.” “Then how do you know?” Always smiling and never modest, Marlon Brando shines in one of his most revealing performances.",6.6,8.0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
50,La vida según Muriel,1997,Drama,ARGENTINA,https://rarefilmm.com/2022/07/la-vida-segun-muriel-1997/,https://rarefilmm.com/wp-content/uploads/2022/07/muriel.jpg,"Abandoned by her husband, Laura takes her nine year old daughter, Muriel, and leaves the hectic life on Buenos Aires bound for the tranquility of Argentina’s countryside. When they lose all their belongings in a freak accident, Muriel and her mother are taken in by a suspicious proprietor of a run down hotel, Mirta who has children on her own. Through struggles and hardships, the two women form a makeshift family only to have it threatened when Muriel’s father shows up looking to make amends. It’s a story of courage and survival, it is also a story of men and women as seen through the eyes of a child.",7.0,1.0,https://image.tmdb.org/t/p/original/6vKEFEnsYpchMf2vWfhPhUkUNFm.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
51,Improper Channels,1981,Comedy,CANADA,https://rarefilmm.com/2022/07/improper-channels-1981/,https://rarefilmm.com/wp-content/uploads/2022/07/improper2.jpg,"A father brings a young child to an emergency room to get treatment for a minor injury occurring in an innocent accident, but he gets accused of child abuse. Child welfare agencies commit grossly unfair over-reactions to remove the child forcibly from the father, who must brave the arcane system to reclaim his daughter.",10.0,1.0,https://image.tmdb.org/t/p/original/bdBPjAnV1HAskECDhYzNAUeVGBK.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,"Camden, Texas",1968,Documentary,USA,https://rarefilmm.com/2022/07/camden-texas-1968/,https://rarefilmm.com/wp-content/uploads/2022/07/camden.jpg,"This student film takes a look at the small town of Camden during the 1960s. Much of the town is focused on the locomotive and logging industry created by the W. T. Carter and Brother Lumber Company in 1898. The film revolves around interviews with Camden residents. Former logging employees, a hotel owner, a family, and a pastor all briefly describe their lives and rolls in the old town. By the end of the film, the narrator recounts possible modernization and decreasing poverty in the future with the sale of W. T. Carter and Brother Lumber Company to the United States Plywood Corporation.",0.0,0.0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
53,Devil in the Flesh,1989,Drama,AUSTRALIA,https://rarefilmm.com/2022/07/devil-in-the-flesh-1989/,https://rarefilmm.com/wp-content/uploads/2022/07/dvilflesh.jpg,"Unlike many portrayals of first love, this film attempts an unromanticised and detached examination of an immature schoolboy’s newfound sexuality. Delighting in his sexual awakening but unable to cope emotionally, the boy leads himself and others towards tragedy. Writer-director Scott Murray transported Raymond Radiguet’s famous French novel to the Australian environment of the early 1940s.",2.0,1.0,https://image.tmdb.org/t/p/original/8P4EHTCv9q0NpKOWq5rV9ANHtTn.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
54,The Strange Case of Clara Deane,1932,Pre Code,USA,https://rarefilmm.com/2022/07/the-strange-case-of-clara-deane-1932/,https://rarefilmm.com/wp-content/uploads/2022/07/strangecaseclara.jpg,"A young dress designer marries an insurance agent. They soon have a daughter, but what the wife doesn’t know is that her husband is actually a criminal, who soon involves her–unwittingly–in a robbery. Sentenced to prison, she gives up her baby for adoption. When she is released 15 years later, she sets out to find her long-lost daughter. A police inspector gets involved in her search and, for reasons of his own, tries to dissuade her from finding her child.",6.0,1.0,https://image.tmdb.org/t/p/original/z2XNGHEw9yrAYP6QARXn4TlGtMo.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
55,Riverrun,1968,Drama,USA,https://rarefilmm.com/2022/07/riverrun-1968/,https://rarefilmm.com/wp-content/uploads/2022/07/riverrunnnn.jpg,"A young unmarried couple leave the politically turbulent Berkeley behind for a life in the country. Finding a place in sheep country, the couple awaits the birth of their first child as they revel in bucolic splendor. The tensions of city life are left behind as things progress towards the anticipated due date. The couple wishes to have a natural childbirth and are comforted that the expectant father is a pre-med student with some knowledge of the upcoming situation. Things go along smoothly until the expectant mother’s father returns after years of being a sailor.",4.3,3.0,https://image.tmdb.org/t/p/original/dk4BExQh4FQmcDare1aE6mWbroG.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
56,House of Love ,2000,Erotic,USA,https://rarefilmm.com/2022/07/house-of-love-2000-uncut/,https://rarefilmm.com/wp-content/uploads/2022/07/houseoflovee.jpg,"A documentarian sets about to expose the objectification of sex workers at a brothel, only to find her own sexual desires awakening.",3.7,3.0,https://image.tmdb.org/t/p/original/t3v2TnHly2eTSqloCVg0NzE2UtF.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
57,The Face of Rage,1983,TV Movie,USA,https://rarefilmm.com/2022/07/the-face-of-rage-1983/,https://rarefilmm.com/wp-content/uploads/2022/07/faceofrage.jpg,"Filmed in quasi-documentary fashion, the made-for-TV The Face of Rage is set in a rehabilitation facility. Here a group of rapists are required to confront their victims face-to-face. The film concentrates on the bitter verbal sparring session between assaulter Richard and assaultee Rebecca. Director Donald Wrye co-wrote the screenplay for Face of Rage with Hal Sitowicz, drawing much of the dialogue from real-life transcripts.",0.0,0.0,https://image.tmdb.org/t/p/original/29oUAITfYN9qf8d3I9YoNTI4wG9.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
58,Remember Me,1979,Documentary,USA,https://rarefilmm.com/2022/07/remember-me-1979/,https://rarefilmm.com/wp-content/uploads/2022/07/rememberme.jpg,"Documenting and contrasting children’s youthful beauty with the squalor, hardship and wasted potential of their daily lives; students learning how their counterparts really live and are encouraged to think about what these children need to thrive.",0.0,0.0,https://image.tmdb.org/t/p/original/w50ZMUWOodbuPrTiGy5V621Ji3y.jpg,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
59,The Ski Bum,1971,Drama,USA,https://rarefilmm.com/2022/07/the-ski-bum-1971/,https://rarefilmm.com/wp-content/uploads/2022/07/skibum.jpg,"Ski instructor Johnny is carrying on a romance with Samantha, a married woman who also serves as the hostess at a ski lodge. Samantha coaxes Jack into giving skiing lessons to the Stones, a rich family whose patriarch is the head of a mysterious company planning to take over the resort.",5.8,5.0,https://image.tmdb.org/t/p/original/azlqAASgF9VLfaFD2x6pU1qbs8d.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
60,My Survival as an Aboriginal,1978,Documentary,AUSTRALIA,https://rarefilmm.com/2022/07/my-survival-as-an-aboriginal-1978/,https://rarefilmm.com/wp-content/uploads/2022/07/mysurvival.jpg,"My Survival As An Aboriginal rocked Australia and the world with its presentation of atrocities and hardships committed against Aboriginal people. The movie delves beneath surface appearances to reveal a strong resistance to assimilation and loss of identity, as the late Essie Coffey, a Murrawarri woman, takes us into the Aboriginal struggle for survival. She documents the effect of dispossession, the chronic depression, alcoholism, deaths in custody and poverty that were so much a part of life for Aboriginal people.",0.0,0.0,https://image.tmdb.org/t/p/original/kOBhbf0SN9xxNgxXD6tvYqWbIcf.jpg,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
61,Doktor Glas,1968,Drama,DENMARK,https://rarefilmm.com/2022/06/doktor-glas-1968/,https://rarefilmm.com/wp-content/uploads/2022/06/drglas.jpg,"Doctor Glas is told in the form of a journal. The main character is Dr. Glas, a physician. The antagonist is Reverend Gregorius, a morally corrupt clergyman. Gregorius’ beautiful young wife confides in Dr. Glas that her sex life is making her miserable and asks for his help. Glas, in love with her, agrees to help even though she already has another adulterous lover. He attempts to intervene, but the Reverend refuses to give up his “marital rights”- she must have sex with him whether she likes it or not (at the time, a wife was legally the property of her husband, and subsequently had no right to say no). So, in order to make his love happy, he begins to plot her husband’s murder. ",6.4,9.0,https://image.tmdb.org/t/p/original/v63PDd5SWgPgq33bEPbv658pdDn.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
62,Konsento,2001,Thriller,JAPAN,https://rarefilmm.com/2022/06/konsento-2001/,https://rarefilmm.com/wp-content/uploads/2022/06/konsento.jpg,"In her brother’s apartment where he died, Yuki finds a vacuum cleaner with its cord still hooked up to the outlet. She discovers that the circumstances surrounding her brother’s supposed suicide are sketchy at best, yet no one has any answers. When she starts having hallucinations involving his ghost, however, she seeks some psychological help, eventually uncovering some things that she may have wished she’d left covered.",5.1,4.0,https://image.tmdb.org/t/p/original/osb6C6XdJKdT2SLYaBQFC2E105s.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
63,Piccolo,1959,Animation,YUGOSLAVIA,https://rarefilmm.com/2022/06/piccolo-1959/,https://rarefilmm.com/wp-content/uploads/2022/06/piccolo.jpg,"Two neighbours live in the same house as the best friends until one of them buys a small harmonica and starts to play in a unbearable way. The other one takes his revenge and answers with some intolerable play on a larger accordeon. They start a competition, using bigger and bigger instruments. Other neighbours join them in a dreadful ear-splitting noise. This infernal sounds provoke some unwanted consequences, all because of a small »Piccolo« accordeon.",6.2,6.0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,Peter Sellers,1969,Documentary,UK,https://rarefilmm.com/2022/06/peter-sellers-1969/,https://rarefilmm.com/wp-content/uploads/2022/06/sellers3.jpg,"A BBC documentary portrait of Peter Sellers, filmed over a period of nine months in 1969 during the filming of his latest film The Magic Christian. Director Tony Palmer interviews Sellers and friends and associates about the actor’s career and life. At age 44, with 38 films already behind him, including Dr. Strangelove and two “Pink Panther” films, Sellers was then at the crest of his career. But his personal life, which included two bad marriages (and two more to come), a near-fatal 1964 heart attack, and increasingly disturbing personality disorders, was in tatters. His distrust of everyone, including Palmer, is evident here on-camera several times.",0.0,0.0,https://image.tmdb.org/t/p/original/oqqFuy7YQbf2Ebsen4LeUv9TUyK.jpg,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
65,Night Waltz: The Music of Paul Bowles,1999,Biography,USA,https://rarefilmm.com/2022/06/night-waltz-the-music-of-paul-bowles-1999/,https://rarefilmm.com/wp-content/uploads/2022/06/nwaltz2.jpg,"An insightful illumination of author Paul Bowles’ original and lesser-known career as an avant-garde composer, Owsley Brown’s Night Waltz is an elegant and soulful document of discovery. Interviewed in Morocco during the last months of his life, Bowles journeys back to his early years as a contemporary and occasional collaborator of other such iconic figures as Aaron Copland, Virgil Thomson and Orson Welles. Bowles’ uncut compositions–performed by the Eos Orchestra–are punctuated with stunning visual essays by filmmakers Nathaniel Dorsky and Rudy Burckhardt. Long after retiring from his more well-known profession, Bowles kept music as a vital part of his life, tapping out fresh rhythms on his Tangier table tops until the end of his days.",6.3,4.0,https://image.tmdb.org/t/p/original/vK0dyfBpH1KKu8xPiWBs2H30DqG.jpg,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
